BlueMesa,Crystal,FlamingGorge,Fontenelle,LeesFerry,Navajo
# start 1917, 1; end 2009, 12; frequency 12,,,
23492.42975,29076.87273,28294.63141,26742.92071,336243.0149,23749.64628
22010.08265,27382.25455,27452.23141,28145.0768,286745.276,17575.39835
20787.03471,26563.57686,26787.80826,25018.85811,239060.3306,17360.46942
19363.2595,24982.43306,32999.99069,23117.02522,251371.319,24009.81818
45899.18678,58187.30579,100336.9215,57799.77094,533031.7884,108888.8331
68167.75537,88024.70083,82875.47174,65666.22581,809952.1785,137594.0033
153636.8132,193963.9736,76838.72715,66822.02879,1176397.726,196002.5256
134445.0645,156035.1669,195341.0856,181581.4688,1052339.326,112147.9736
64769.57355,67761.22314,172554.4043,168225.412,502142.4,19607.14711
28169.05785,30298.37355,60867.61854,55783.37977,164157.4413,-2448.773554
22095.8876,25049.19669,46022.10735,40959.51925,309634.8298,55774.35372
28484.25124,32583.51074,69168.8387,53795.27282,477397.3686,52840.44298
25705.78512,29751.62975,61720.22479,49285.26962,536847.0942,44565.24298
20995.2,25343.20661,37038.52562,35078.3245,344065.5471,29780.1719
22580.94546,28377.40165,42597.58017,35643.01446,509016.1983,52475.96033
19762.41322,25002.52562,39169.09091,28444.85654,487443.5306,72260.44959
27299.80165,33555.05455,122457.0645,64533.12273,582751.9736,87376.8
62577.67934,74956.54215,157558.9884,124826.0994,1133434.612,278553.2231
195361.3289,231968.5091,345824.0529,235023.3696,2899539.749,428324.5289
230670.8033,263380.5421,417287.5438,322133.4333,3388225.111,277026.2281
99418.17521,108180.3372,190721.2165,161598.2396,1419893.355,62783.82149
53375.34546,59312.54876,69800.05289,59071.93788,472968.7736,26335.08099
25462.80992,31254.60496,35568.09917,33135.27952,324948.0198,23574.64463
42316.32397,48801.71901,47290.88926,40586.36763,593052.5157,82625.2562
27297.42149,31667.28595,36583.1405,38241.55564,503953.4479,23696.40992
25416.99174,30608.23141,31548.5157,31108.59616,351027.9074,16369.64628
24902.81653,30053.43471,40712.98512,33550.22861,349449.9174,14144.01322
21412.87934,26207.88099,32478.60496,27734.67903,319429.9041,11492.31074
36370.65124,40963.1405,64545.28265,39081.7234,440740.2843,27356.90579
103716.4959,128880.4959,134386.5917,97955.6149,1008107.345,99617.53388
216216.1587,270068.2711,260763.8678,219161.4488,2016231.531,147963.3322
155022.5851,182843.5636,239348.5686,217073.725,1617311.524,46363.12066
76322.55868,86208.11901,90334.41322,85673.09654,574615.5967,30367.57686
59643.01488,68652.9719,31968.55537,34638.56976,421781.3157,62223.33223
40666.17521,47149.15041,31051.89422,28770.60619,412266.5653,51959.52397
69721.30909,75541.38843,50256.17851,40993.20095,1017599.722,153549.7983
37041.99671,46031.046,42311.9462,39676.37369,566973.2114,41776.93884
26145.50358,34843.68551,30100.3893,28749.87237,378108.8439,27009.40165
20995.4397,28858.27971,32944.17355,26395.75651,357625.2095,21515.50413
21049.74653,27188.6704,44720.56973,25767.25216,377852.6712,31156.48265
52580.82715,66722.62184,119748.8965,62424.86601,786849.1041,113695.9736
67139.70257,83660.52943,72814.02454,49451.64389,835095.1906,103450.6512
189248.0211,227483.2728,165028.5443,108721.4622,1628665.126,223543.3388
172810.9266,199782.4781,90188.37678,89112.31841,1344582.64,154406.1421
70623.86822,80222.4194,41596.06418,46284.05653,403526.9295,28983.66942
64173.26233,73671.13325,31137.49888,34785.08214,409900.6266,52970.71736
37915.62154,46646.68505,22832.79468,25405.13905,329752.1258,25089.1438
39280.96761,48305.53553,35589.38793,32726.98075,467921.6347,40347.41157
24633.40199,32100.3681,32495.41384,32322.98523,400942.318,18701.21653
26604.9021,35289.11762,20745.90086,27254.49891,389563.0332,45569.73223
24131.33954,34142.8597,23713.92678,24385.60074,279034.4974,26389.4876
21400.49496,30221.83755,33173.40399,24617.21398,400154.1567,37745.11736
30510.06295,40596.48219,57169.58022,32296.99782,607647.7363,141501.5405
101472.9478,124107.3641,80656.08825,53315.96463,1021579.088,216245.6926
318099.6334,388035.1369,175477.2927,131773.9522,2623083.316,292075.9732
408679.0613,483580.3321,284030.7885,223863.8125,3565719.378,260010.9824
171667.5038,190937.4928,187896.8969,172878.5487,1708973.826,66806.7418
70346.01092,75325.71256,47568.87803,46696.88678,489021.0264,27798.66718
34872.8861,37773.12208,40016.92673,35546.22354,390289.5881,29466.68216
33035.12616,36322.55613,45426.88098,43196.29453,381595.9382,28075.53051
27419.12176,32531.92007,46549.75656,41216.12562,418757.5304,20556.6322
27544.63646,32453.30203,17073.98202,29511.76685,311852.8558,19403.24722
26418.72153,31229.51107,39499.47836,32606.68543,329357.3405,22964.47223
23512.83397,27605.67781,37161.38637,26535.68024,323085.6672,27035.60676
39590.18406,46618.86388,62122.03375,45706.50765,469943.5966,69507.58242
104303.2178,130480.4137,127053.4423,91136.21312,788354.3505,107225.0424
343600.3948,430555.6573,212474.8566,151502.8358,2920808.269,308887.8583
229218.6086,263973.0595,573204.9172,477392.7054,2700856.177,121542.2647
95147.87419,104414.078,284251.949,246693.5224,1394110.495,24280.31274
41654.92613,44116.21381,74385.21962,72345.02274,323119.6966,-11001.40982
26129.62632,29077.47215,44572.79954,37191.84177,261489.6763,4795.491894
32706.37777,36468.61559,44871.18845,47728.46806,341638.0661,15452.21995
27054.47646,31649.31822,46882.95327,41818.95777,418044.368,13735.06286
20682.81823,24774.59255,18989.40475,30914.2529,308818.3957,11210.81413
