id, shefpc, obsdate, val, qual, 
CLSC2,QCMPBZZ,1983-01-01,34.042,,
CLSC2,QCMPBZZ,1982-12-01,35.098,,
CLSC2,QCMPBZZ,1982-11-01,43.518,,
CLSC2,QCMPBZZ,1982-10-01,68.716,,
CLSC2,QCMPBZZ,1982-09-01,92.925,,
CLSC2,QCMPBZZ,1982-08-01,115.287,,
CLSC2,QCMPBZZ,1982-07-01,184.923,,
CLSC2,QCMPBZZ,1982-06-01,379.176,,
CLSC2,QCMPBZZ,1982-05-01,238.45,,
CLSC2,QCMPBZZ,1982-04-01,80.518,,
CLSC2,QCMPBZZ,1982-03-01,38.001,,
CLSC2,QCMPBZZ,1982-02-01,25.142,,
CLSC2,QCMPBZZ,1982-01-01,30.714,,
CLSC2,QCMPBZZ,1981-12-01,30.958,,
CLSC2,QCMPBZZ,1981-11-01,34.461,,
CLSC2,QCMPBZZ,1981-10-01,35.174,,
CLSC2,QCMPBZZ,1981-09-01,35.064,,
CLSC2,QCMPBZZ,1981-08-01,43.117,,
CLSC2,QCMPBZZ,1981-07-01,67.574,,
CLSC2,QCMPBZZ,1981-06-01,129.533,,
CLSC2,QCMPBZZ,1981-05-01,79.196,,
CLSC2,QCMPBZZ,1981-04-01,57.933,,
CLSC2,QCMPBZZ,1981-03-01,32.822,,
CLSC2,QCMPBZZ,1981-02-01,24.842,,
CLSC2,QCMPBZZ,1981-01-01,24.115,,
CLSC2,QCMPBZZ,1980-12-01,31.008,,
CLSC2,QCMPBZZ,1980-11-01,30.213,,
CLSC2,QCMPBZZ,1980-10-01,36.35,,
CLSC2,QCMPBZZ,1980-09-01,32.554,,
CLSC2,QCMPBZZ,1980-08-01,51.595,,
CLSC2,QCMPBZZ,1980-07-01,161.551,,
CLSC2,QCMPBZZ,1980-06-01,505.084,,
CLSC2,QCMPBZZ,1980-05-01,327.141,,
CLSC2,QCMPBZZ,1980-04-01,99.576,,
CLSC2,QCMPBZZ,1980-03-01,32.022,,
CLSC2,QCMPBZZ,1980-02-01,31.326,,
CLSC2,QCMPBZZ,1980-01-01,31.947,,
CLSC2,QCMPBZZ,1979-12-01,28.773,,
CLSC2,QCMPBZZ,1979-11-01,32.899,,
CLSC2,QCMPBZZ,1979-10-01,28.732,,
CLSC2,QCMPBZZ,1979-09-01,27.843,,
CLSC2,QCMPBZZ,1979-08-01,74.653,,
CLSC2,QCMPBZZ,1979-07-01,202.201,,
CLSC2,QCMPBZZ,1979-06-01,468.217,,
CLSC2,QCMPBZZ,1979-05-01,337.416,,
CLSC2,QCMPBZZ,1979-04-01,107.871,,
CLSC2,QCMPBZZ,1979-03-01,41.167,,
CLSC2,QCMPBZZ,1979-02-01,33.927,,
CLSC2,QCMPBZZ,1979-01-01,28.26,,
CLSC2,QCMPBZZ,1978-12-01,27.287,,
CLSC2,QCMPBZZ,1978-11-01,34.674,,
CLSC2,QCMPBZZ,1978-10-01,24.822,,
CLSC2,QCMPBZZ,1978-09-01,19.174,,
CLSC2,QCMPBZZ,1978-08-01,53.691,,
CLSC2,QCMPBZZ,1978-07-01,184.177,,
CLSC2,QCMPBZZ,1978-06-01,477.462,,
CLSC2,QCMPBZZ,1978-05-01,235.321,,
CLSC2,QCMPBZZ,1978-04-01,105.514,,
CLSC2,QCMPBZZ,1978-03-01,40.531,,
CLSC2,QCMPBZZ,1978-02-01,21.373,,
CLSC2,QCMPBZZ,1978-01-01,28.472,,
CLSC2,QCMPBZZ,1977-12-01,27.011,,
CLSC2,QCMPBZZ,1977-11-01,28.882,,
CLSC2,QCMPBZZ,1977-10-01,26.124,,
CLSC2,QCMPBZZ,1977-09-01,17.694,,
CLSC2,QCMPBZZ,1977-08-01,28.761,,
CLSC2,QCMPBZZ,1977-07-01,29.84,,
CLSC2,QCMPBZZ,1977-06-01,58.214,,
CLSC2,QCMPBZZ,1977-05-01,55.21,,
CLSC2,QCMPBZZ,1977-04-01,49.548,,
CLSC2,QCMPBZZ,1977-03-01,-9999,,
CLSC2,QCMPBZZ,1977-02-01,-9999,,
CLSC2,QCMPBZZ,1977-01-01,-9999,,
